sefer_id,tren_id,hat_id,planlanan_kalkis,yolcu_sayisi,bilet_kontrol_cihaz_versiyonu,makinist_sicil_no,yemek_servisi_var_mi,hava_durumu,gecikme_suresi_dk
SEFER-01265,TREN-136,HAT-07,09.01.2026 14:30,81,v2.1.0,M-7773,0,Acik,13.8
SEFER-01266,TREN-137,HAT-03,2026-02-18 14:30:00,292,v2.4.1,M-4675,1,yagmurlu,8.7
SEFER-01267,TREN-126,HAT-12,2026-05-28 16:30:00,188,v2.1.0,M-1280,0,Yagmurlu,14.5
SEFER-01268,TREN-163,HAT-07,2026-02-07 14:15:00,317,v2.4.1,M-7614,0,Karli,26.7
SEFER-01269,TREN-109,HAT-10,2026-06-13 14:00:00,464,v2.1.0,M-9143,0,Yagmurlu,22.2
SEFER-01270,TREN-120,HAT-01,2026-02-26 02:45:00,-13,v3.0.0,M-5115,1,Yagmurlu,9.1
SEFER-01271,TREN-176,HAT-04,2026-04-18 13:45:00,339,v2.1.0,M-5012,1,yagmurlu,12.4
SEFER-01272,TREN-106,HAT-14,2026-02-27 14:30:00,220,v1.0.4,M-2249,0,Sisli,17.6
SEFER-01273,TREN-173,HAT-15,2026-01-24 15:15:00,,v1.0.4,M-2681,1,Sisli,20.3
SEFER-01274,TREN-118,HAT-04,2026-05-07 04:15:00,181,v2.4.1,M-8370,0,Acik,25.0
SEFER-01275,TREN-112,HAT-06,2026-06-07 20:15:00,178,v2.1.0,M-1723,1,yagmurlu,15.7
SEFER-01276,TREN-136,HAT-09,2026-01-29 18:00:00,160,v2.1.0,M-5549,0,Sisli,46.8
SEFER-01277,TREN-155,HAT-12,2026-03-01 19:30:00,134,v1.0.4,M-5509,0,Acik,23.4
SEFER-01278,TREN-123,HAT-14,2026-01-28 00:15:00,150,v1.0.4,M-8364,0,Yagmurlu,10.2
SEFER-01279,TREN-180,HAT-03,2026-01-06 14:00:00,237,v3.0.0,M-3521,0,,14.1
SEFER-01280,TREN-121,HAT-08,2026-03-06 18:00:00,,v1.0.4,M-2389,0,Yagmurlu,29.5
SEFER-01281,TREN-128,HAT-02,2026-01-27 11:45:00,466,v2.4.1,M-8422,0,Yagmurlu,11.1
SEFER-01282,TREN-177,HAT-09,2026-04-23 23:15:00,362,v2.1.0,M-1328,0,Sisli,18.3
SEFER-01283,TREN-152,HAT-05,2026-03-06 08:45:00,109,v1.0.4,M-8853,1,,11.4
SEFER-01284,TREN-175,HAT-12,07.05.2026 03:15,498,v1.0.4,M-9329,0,Yagmurlu,24.0
SEFER-01285,TREN-131,HAT-09,2026-04-05 12:00:00,182,v2.1.0,M-1721,1,Karli,19.0
SEFER-01286,TREN-163,HAT-14,2026-05-24 06:15:00,407,v3.0.0,M-2170,1,,0.9
SEFER-01287,TREN-170,HAT-02,2026-05-07 03:30:00,483,v1.0.4,M-1396,0,Karli,15.3
SEFER-01288,TREN-111,HAT-06,29.01.2026 09:00,462,v2.4.1,M-1937,0,Acik,15.8
SEFER-01289,TREN-120,HAT-06,2026-02-23 15:45:00,308,v2.1.0,M-2393,0,,3.4
SEFER-01290,TREN-177,HAT-11,2026-04-09 14:45:00,443,v2.4.1,M-9215,0,Acik,1.6
SEFER-01291,TREN-141,HAT-07,2026-03-22 06:00:00,72,v2.1.0,M-7191,1,yagmurlu,8.5
SEFER-01292,TREN-144,HAT-02,2026-03-03 22:30:00,338,v2.4.1,M-9383,0,Acik,2.7
SEFER-01293,TREN-142,HAT-06,2026-04-24 02:00:00,451,v1.0.4,M-8696,0,yagmurlu,12.7
SEFER-01294,TREN-153,HAT-04,2026-02-11 06:45:00,285,v2.1.0,M-3060,0,yagmurlu,12.4
SEFER-01295,TREN-108,HAT-05,2026-05-18 02:00:00,179,v1.0.4,M-5286,1,yagmurlu,9.3
SEFER-01296,TREN-123,HAT-09,2026-06-12 02:45:00,314,v1.0.4,M-7548,1,Yagmurlu,12.7
SEFER-01297,TREN-132,HAT-03,2026-04-26 02:00:00,397,v2.4.1,M-7678,1,Karli,27.9
SEFER-01298,TREN-121,HAT-01,2026-02-11 16:45:00,419,v1.0.4,M-6072,1,,18.6
SEFER-01299,TREN-111,HAT-08,2026-05-30 07:00:00,373,v2.4.1,M-5761,0,Sisli,26.7
SEFER-01300,TREN-124,HAT-07,2026-05-15 20:15:00,328,v1.0.4,M-2386,1,,2.1
SEFER-01301,TREN-149,HAT-05,2026-03-12 10:30:00,467,v2.1.0,M-2785,1,yagmurlu,15.0
SEFER-01302,TREN-131,HAT-09,2026-04-30 06:15:00,421,v1.0.4,M-6569,0,Yagmurlu,14.3
SEFER-01303,TREN-138,HAT-11,2026-04-20 07:00:00,154,v2.4.1,M-4183,1,Yagmurlu,20.3
SEFER-01304,TREN-176,HAT-06,2026-06-01 00:00:00,122,v3.0.0,M-9621,1,Acik,0.9
SEFER-01305,TREN-116,HAT-09,2026-01-09 11:15:00,397,v2.4.1,M-4698,0,Yagmurlu,14.8
SEFER-01306,TREN-153,HAT-14,2026-01-07 04:00:00,363,v3.0.0,M-2561,1,yagmurlu,14.9
SEFER-01307,TREN-165,HAT-14,11.03.2026 17:00,470,v1.0.4,M-6481,1,Acik,69.0
SEFER-01308,TREN-115,HAT-09,2026-01-23 01:00:00,291,v2.4.1,M-2961,1,,12.1
SEFER-01309,TREN-101,HAT-15,2026-04-17 05:15:00,227,v1.0.4,M-3018,1,Yagmurlu,29.7
SEFER-01310,TREN-114,HAT-09,2026-02-20 03:15:00,225,v3.0.0,M-4190,0,Acik,8.8
SEFER-01311,TREN-121,HAT-04,14.04.2026 18:15,221,v1.0.4,M-5816,0,Karli,30.4
SEFER-01312,TREN-167,HAT-09,2026-03-11 18:00:00,448,v3.0.0,M-8133,0,Karli,27.7
SEFER-01313,TREN-167,HAT-12,2026-01-17 15:00:00,483,v1.0.4,M-9523,0,Acik,27.9
SEFER-01314,TREN-147,HAT-07,2026-03-10 03:00:00,247,v2.1.0,M-2637,0,Yagmurlu,19.5
SEFER-01315,TREN-128,HAT-05,2026-06-03 10:30:00,310,v3.0.0,M-8950,1,yagmurlu,10.0
SEFER-01316,TREN-172,HAT-11,2026-06-04 06:15:00,475,v1.0.4,M-4966,1,Karli,18.4
SEFER-01317,TREN-171,HAT-01,2026-05-16 17:45:00,171,v2.1.0,M-7675,0,Sisli,44.9
SEFER-01318,TREN-128,HAT-04,2026-04-21 08:30:00,102,v1.0.4,M-1778,1,,14.6
SEFER-01319,TREN-173,HAT-10,2026-05-02 00:00:00,143,v2.4.1,M-3713,1,Acik,12.5
SEFER-01320,TREN-177,HAT-12,2026-04-09 00:45:00,242,v3.0.0,M-2468,1,,3.5
SEFER-01321,TREN-119,HAT-09,2026-05-14 23:30:00,341,v2.4.1,M-1348,1,Yagmurlu,9.6
SEFER-01322,TREN-173,HAT-10,2026-05-16 11:15:00,105,v2.1.0,M-5823,0,Yagmurlu,26.3
SEFER-01323,TREN-156,HAT-07,2026-04-07 11:00:00,335,v3.0.0,M-7843,0,Sisli,16.7
SEFER-01324,TREN-157,HAT-03,2026-05-09 03:15:00,420,v2.4.1,M-4997,0,Yagmurlu,15.3
SEFER-01325,TREN-172,HAT-13,2026-01-04 05:30:00,258,v3.0.0,M-6592,0,,1.3
SEFER-01326,TREN-171,HAT-13,2026-05-26 03:15:00,328,v1.0.4,M-7265,1,,1.6
SEFER-01327,TREN-145,HAT-07,2026-04-18 19:00:00,337,v2.1.0,M-4117,1,Sisli,41.5
SEFER-01328,TREN-174,HAT-06,2026-06-07 21:00:00,186,v2.4.1,M-9339,1,Sisli,22.8
SEFER-01329,TREN-106,HAT-14,2026-01-06 06:15:00,53,v3.0.0,M-7378,0,,19.1
SEFER-01330,TREN-108,HAT-02,2026-05-23 12:45:00,392,v1.0.4,M-1785,0,Yagmurlu,24.8
SEFER-01331,TREN-149,HAT-09,10.01.2026 19:30,87,v2.1.0,M-9549,0,,13.9
SEFER-01332,TREN-175,HAT-08,2026-04-20 19:45:00,,v1.0.4,M-9114,1,Karli,27.5
SEFER-01333,TREN-157,HAT-10,2026-02-18 07:45:00,279,v3.0.0,M-3130,0,Yagmurlu,30.9
SEFER-01334,TREN-145,HAT-01,2026-04-06 01:00:00,370,v2.1.0,M-2094,1,Sisli,40.6
SEFER-01335,TREN-103,HAT-07,10.06.2026 02:30,153,v2.4.1,M-6863,0,Sisli,17.6
SEFER-01336,TREN-126,HAT-06,2026-06-06 13:45:00,90,v2.1.0,M-2665,0,Sisli,15.1
SEFER-01337,TREN-178,HAT-03,2026-01-01 07:45:00,171,v3.0.0,M-9122,1,yagmurlu,56.9
SEFER-01338,TREN-149,HAT-02,2026-02-02 17:15:00,329,v2.1.0,M-6292,0,Karli,28.7
SEFER-01339,TREN-119,HAT-14,2026-03-09 18:30:00,98,v2.1.0,M-8401,0,Sisli,28.2
SEFER-01340,TREN-133,HAT-14,2026-01-18 14:45:00,122,v2.1.0,M-4058,0,Sisli,28.5
SEFER-01341,TREN-102,HAT-14,2026-01-28 19:00:00,351,v2.1.0,M-5277,1,yagmurlu,35.6
SEFER-01342,TREN-122,HAT-10,2026-04-04 10:30:00,424,v3.0.0,M-4795,0,,9.3
SEFER-01343,TREN-115,HAT-14,2026-03-30 04:15:00,259,v3.0.0,M-1375,1,Acik,4.1
SEFER-01344,TREN-176,HAT-09,2026-05-03 23:45:00,110,v3.0.0,M-4865,1,Sisli,21.5
SEFER-01345,TREN-167,HAT-13,2026-05-19 01:15:00,-49,v2.1.0,M-3956,0,Acik,4.7
SEFER-01346,TREN-145,HAT-06,26.04.2026 06:15,497,v3.0.0,M-2718,1,,4.6
SEFER-01347,TREN-152,HAT-10,2026-01-26 21:00:00,139,v3.0.0,M-8482,0,Acik,40.0
SEFER-01348,TREN-172,HAT-10,2026-04-02 10:30:00,327,v2.1.0,M-3078,0,Karli,30.3
SEFER-01349,TREN-143,HAT-13,2026-01-07 00:15:00,418,v2.4.1,M-3129,1,yagmurlu,20.6
SEFER-01350,TREN-178,HAT-06,2026-05-25 15:00:00,281,v1.0.4,M-8231,0,,7.9
SEFER-01351,TREN-146,HAT-15,2026-01-31 19:15:00,249,v2.1.0,M-1429,1,Sisli,27.2
SEFER-01352,TREN-136,HAT-07,2026-05-14 09:00:00,,v3.0.0,M-7299,0,,20.9
SEFER-01353,TREN-180,HAT-10,2026-06-06 11:45:00,128,v3.0.0,M-1625,1,Yagmurlu,11.9
SEFER-01354,TREN-168,HAT-01,2026-03-10 06:15:00,238,v2.4.1,M-7392,1,Acik,11.9
SEFER-01355,TREN-180,HAT-06,2026-04-28 06:45:00,,v2.1.0,M-6613,1,Acik,1.8
SEFER-01356,TREN-135,HAT-05,2026-02-01 09:45:00,121,v2.1.0,M-5040,0,Karli,42.5
SEFER-01357,TREN-169,HAT-12,2026-04-09 13:30:00,163,v1.0.4,M-6573,1,Yagmurlu,15.9
SEFER-01358,TREN-122,HAT-05,2026-01-14 20:30:00,419,v3.0.0,M-3747,0,Sisli,17.0
SEFER-01359,TREN-152,HAT-10,2026-02-08 01:15:00,401,v1.0.4,M-7409,1,Karli,16.1
SEFER-01360,TREN-147,HAT-01,2026-06-12 15:45:00,485,v3.0.0,M-5707,1,yagmurlu,11.9
SEFER-01361,TREN-129,HAT-01,2026-02-03 09:30:00,395,v1.0.4,M-8884,1,yagmurlu,35.4
SEFER-01362,TREN-122,HAT-01,2026-02-04 05:30:00,69,v2.4.1,M-2445,1,Acik,18.2
SEFER-01363,TREN-138,HAT-08,2026-01-19 14:30:00,160,v2.1.0,M-7872,1,,1.9
SEFER-01364,TREN-168,HAT-02,2026-02-10 21:45:00,58,v1.0.4,M-5644,0,yagmurlu,11.1
SEFER-01365,TREN-105,HAT-13,2026-03-02 15:15:00,112,v1.0.4,M-3156,1,,9.0
SEFER-01366,TREN-101,HAT-05,2026-03-03 20:15:00,335,v2.4.1,M-8014,1,Karli,20.1
SEFER-01367,TREN-108,HAT-06,2026-05-28 17:45:00,276,v3.0.0,M-6535,1,Karli,28.5
SEFER-01368,TREN-136,HAT-09,2026-04-19 03:30:00,236,v2.4.1,M-3912,0,Karli,30.5
SEFER-01369,TREN-139,HAT-10,2026-06-05 15:00:00,269,v1.0.4,M-1645,0,Karli,15.3
SEFER-01370,TREN-120,HAT-13,2026-02-22 14:30:00,499,v1.0.4,M-6340,1,Yagmurlu,8.8
SEFER-01371,TREN-109,HAT-04,2026-01-02 04:30:00,,v2.1.0,M-2644,1,Yagmurlu,18.0
SEFER-01372,TREN-139,HAT-05,2026-05-26 12:45:00,416,v2.1.0,M-7931,1,Sisli,16.6
SEFER-01373,TREN-157,HAT-12,2026-06-12 06:30:00,53,v2.1.0,M-7042,1,Yagmurlu,12.6
SEFER-01374,TREN-127,HAT-02,2026-03-31 23:15:00,328,v1.0.4,M-3069,0,Acik,13.4
SEFER-01375,TREN-178,HAT-03,2026-05-31 05:00:00,80,v2.1.0,M-7805,1,Sisli,28.4
SEFER-01376,TREN-163,HAT-03,2026-02-05 01:45:00,442,v3.0.0,M-3899,0,Sisli,20.2
SEFER-01377,TREN-145,HAT-08,2026-03-21 11:30:00,337,v2.1.0,M-1535,1,,3.1
SEFER-01378,TREN-119,HAT-10,2026-01-16 15:45:00,173,v2.1.0,M-8201,0,,1.1
SEFER-01379,TREN-161,HAT-03,2026-01-12 01:45:00,453,v2.1.0,M-1479,1,,13.0
SEFER-01380,TREN-124,HAT-03,2026-01-27 17:15:00,101,v1.0.4,M-5967,0,,15.6
SEFER-01381,TREN-171,HAT-09,2026-01-25 19:15:00,236,v2.1.0,M-6246,1,,43.3
SEFER-01382,TREN-135,HAT-07,2026-01-22 02:45:00,430,v2.4.1,M-5049,0,Sisli,17.5
SEFER-01383,TREN-174,HAT-06,2026-02-14 19:30:00,305,v3.0.0,M-8189,0,yagmurlu,30.6
SEFER-01384,TREN-124,HAT-10,31.01.2026 00:45,,v3.0.0,M-2843,0,Yagmurlu,19.0
SEFER-01385,TREN-163,HAT-12,2026-06-03 01:30:00,315,v1.0.4,M-3207,1,Yagmurlu,9.4
SEFER-01386,TREN-151,HAT-12,2026-05-16 04:00:00,72,v3.0.0,M-9497,1,Karli,29.3
SEFER-01387,TREN-145,HAT-11,2026-02-06 04:30:00,171,v1.0.4,M-4309,0,,7.7
SEFER-01388,TREN-136,HAT-05,2026-02-10 13:45:00,487,v2.4.1,M-3670,0,yagmurlu,11.9
SEFER-01389,TREN-174,HAT-15,08.06.2026 17:00,345,v2.4.1,M-1393,0,Yagmurlu,33.1
SEFER-01390,TREN-139,HAT-04,2026-03-23 19:30:00,148,v1.0.4,M-7808,1,Acik,19.5
SEFER-01391,TREN-111,HAT-04,28.04.2026 11:45,124,v2.1.0,M-2893,0,Sisli,15.5
SEFER-01392,TREN-121,HAT-02,2026-05-29 04:45:00,121,v1.0.4,M-2899,0,Acik,1.2
SEFER-01393,TREN-149,HAT-07,2026-01-19 02:15:00,,v2.4.1,M-9669,1,yagmurlu,20.8
SEFER-01394,TREN-132,HAT-04,08.06.2026 04:15,270,v2.1.0,M-8460,1,Sisli,19.1
SEFER-01395,TREN-167,HAT-02,2026-01-26 18:30:00,61,v2.1.0,M-6523,0,yagmurlu,29.5
SEFER-01396,TREN-174,HAT-11,2026-02-25 23:15:00,115,v2.4.1,M-6733,1,Acik,18.3
SEFER-01397,TREN-109,HAT-13,2026-05-07 21:00:00,391,v3.0.0,M-1279,0,yagmurlu,17.1
SEFER-01398,TREN-130,HAT-08,2026-01-21 11:15:00,233,v2.4.1,M-3135,0,yagmurlu,12.0
SEFER-01399,TREN-104,HAT-05,2026-06-10 22:00:00,63,v3.0.0,M-3017,1,Yagmurlu,54.2
SEFER-01400,TREN-179,HAT-03,2026-03-24 01:15:00,135,v1.0.4,M-8065,1,yagmurlu,17.7
SEFER-01401,TREN-176,HAT-01,2026-03-12 14:15:00,321,v2.4.1,M-5277,0,,29.0
SEFER-01402,TREN-101,HAT-04,30.04.2026 22:30,,v3.0.0,M-9132,1,Acik,9.6
SEFER-01403,TREN-148,HAT-07,2026-06-02 15:30:00,352,v2.4.1,M-7965,0,,15.1
SEFER-01404,TREN-132,HAT-05,2026-03-24 02:00:00,286,v1.0.4,M-2941,0,Sisli,15.0
SEFER-01405,TREN-105,HAT-04,2026-01-05 19:45:00,254,v2.1.0,M-7943,0,Karli,39.4
SEFER-01406,TREN-170,HAT-01,2026-03-30 11:00:00,279,v1.0.4,M-6615,0,Acik,1.6
SEFER-01407,TREN-160,HAT-02,2026-02-03 14:00:00,77,v1.0.4,M-5714,1,Sisli,27.5
SEFER-01408,TREN-168,HAT-05,2026-03-26 05:30:00,108,v3.0.0,M-3977,1,,2.2
SEFER-01409,TREN-169,HAT-14,2026-04-01 09:30:00,355,v1.0.4,M-6468,0,Karli,31.9
SEFER-01410,TREN-126,HAT-10,2026-03-10 22:15:00,275,v3.0.0,M-3439,0,Karli,33.2
SEFER-01411,TREN-146,HAT-10,2026-01-12 04:15:00,293,v3.0.0,M-7796,1,Acik,0.3
SEFER-01412,TREN-113,HAT-05,2026-06-14 22:30:00,,v3.0.0,M-8657,0,Acik,15.9
SEFER-01413,TREN-133,HAT-01,2026-01-04 14:30:00,332,v2.4.1,M-1049,1,Acik,17.2
SEFER-01414,TREN-132,HAT-11,2026-05-02 00:00:00,180,v2.4.1,M-9141,1,yagmurlu,17.4
SEFER-01415,TREN-178,HAT-09,2026-03-26 08:15:00,352,v3.0.0,M-5794,0,Sisli,36.6
SEFER-01416,TREN-153,HAT-15,2026-03-07 10:00:00,75,v2.1.0,M-3854,1,Sisli,21.5
SEFER-01417,TREN-156,HAT-03,2026-02-06 05:30:00,362,v2.4.1,M-3705,1,Sisli,31.5
SEFER-01418,TREN-118,HAT-01,06.02.2026 19:45,326,v2.1.0,M-1449,1,Yagmurlu,19.1
SEFER-01419,TREN-113,HAT-14,2026-06-09 02:00:00,434,v3.0.0,M-3401,0,yagmurlu,16.5
SEFER-01420,TREN-111,HAT-08,2026-06-14 12:00:00,370,v1.0.4,M-2156,1,yagmurlu,41.4
SEFER-01421,TREN-134,HAT-05,2026-04-02 13:15:00,500,v2.1.0,M-8214,1,Karli,22.4
SEFER-01422,TREN-157,HAT-15,03.01.2026 05:15,,v3.0.0,M-2535,0,yagmurlu,8.5
SEFER-01423,TREN-125,HAT-07,2026-04-07 09:00:00,441,v3.0.0,M-5430,0,,21.0
SEFER-01424,TREN-177,HAT-11,2026-03-14 12:15:00,346,v1.0.4,M-5376,0,,26.6
SEFER-01425,TREN-176,HAT-06,2026-02-09 09:00:00,454,v1.0.4,M-9099,0,yagmurlu,23.5
SEFER-01426,TREN-123,HAT-08,2026-02-18 17:15:00,104,v3.0.0,M-3977,1,Sisli,33.7
SEFER-01427,TREN-106,HAT-15,2026-04-14 11:45:00,362,v2.4.1,M-8033,0,Sisli,19.8
SEFER-01428,TREN-135,HAT-08,2026-03-29 13:30:00,128,v2.1.0,M-6825,0,yagmurlu,12.1
SEFER-01429,TREN-153,HAT-05,03.04.2026 20:15,454,v2.1.0,M-1673,1,Yagmurlu,11.1
SEFER-01430,TREN-118,HAT-05,2026-03-09 16:45:00,319,v1.0.4,M-2038,0,Sisli,24.2
SEFER-01431,TREN-139,HAT-02,2026-02-06 20:00:00,421,v2.1.0,M-4351,1,Yagmurlu,12.4
SEFER-01432,TREN-114,HAT-04,2026-02-06 15:45:00,224,v2.4.1,M-6262,0,Yagmurlu,47.6
SEFER-01433,TREN-152,HAT-06,2026-05-14 07:00:00,192,v1.0.4,M-8027,1,Karli,31.8
SEFER-01434,TREN-105,HAT-14,2026-02-03 05:30:00,263,v3.0.0,M-2070,0,Sisli,33.7
SEFER-01435,TREN-134,HAT-10,2026-04-03 02:00:00,423,v2.1.0,M-2587,1,Acik,20.1
SEFER-01436,TREN-111,HAT-08,2026-02-16 11:45:00,453,v3.0.0,M-7169,1,Yagmurlu,26.3
SEFER-01437,TREN-170,HAT-07,2026-04-16 11:15:00,406,v3.0.0,M-6117,0,yagmurlu,16.0
SEFER-01438,TREN-142,HAT-06,2026-04-11 15:30:00,75,v2.1.0,M-1959,1,Acik,1.3
SEFER-01439,TREN-147,HAT-04,2026-04-30 04:45:00,,v1.0.4,M-4720,1,Acik,0.7
SEFER-01440,TREN-127,HAT-07,2026-02-23 21:15:00,114,v2.4.1,M-1914,1,Acik,7.2
SEFER-01441,TREN-163,HAT-01,2026-01-09 15:00:00,204,v2.4.1,M-3931,0,Yagmurlu,11.5
SEFER-01442,TREN-138,HAT-15,2026-03-06 11:45:00,429,v3.0.0,M-1819,1,yagmurlu,17.5
SEFER-01443,TREN-156,HAT-05,2026-01-28 20:00:00,211,v3.0.0,M-6569,0,Sisli,35.0
SEFER-01444,TREN-174,HAT-08,2026-05-14 19:30:00,148,v2.1.0,M-4973,1,yagmurlu,34.4
SEFER-01445,TREN-134,HAT-13,2026-03-11 06:45:00,144,v1.0.4,M-7496,1,Sisli,19.1
SEFER-01446,TREN-178,HAT-10,2026-03-01 11:15:00,-44,v2.1.0,M-3492,1,Sisli,16.7
SEFER-01447,TREN-124,HAT-13,2026-05-17 11:45:00,405,v2.4.1,M-2103,1,,6.4
SEFER-01448,TREN-104,HAT-02,2026-01-14 17:15:00,97,v2.4.1,M-9739,1,Karli,49.2
SEFER-01449,TREN-108,HAT-01,2026-05-11 00:00:00,252,v2.1.0,M-4209,0,Sisli,27.4
SEFER-01450,TREN-123,HAT-10,2026-04-12 21:30:00,56,v3.0.0,M-5310,0,Karli,20.9
SEFER-01451,TREN-155,HAT-02,2026-01-26 09:00:00,,v3.0.0,M-6605,0,yagmurlu,20.9
SEFER-01452,TREN-156,HAT-06,2026-04-30 02:45:00,286,v2.1.0,M-7037,1,yagmurlu,12.3
SEFER-01453,TREN-166,HAT-03,2026-02-23 02:15:00,434,v2.4.1,M-5396,0,Yagmurlu,15.0
SEFER-01454,TREN-105,HAT-11,2026-06-11 10:45:00,196,v2.1.0,M-2256,0,,6.3
SEFER-01455,TREN-118,HAT-04,2026-01-27 13:45:00,441,v1.0.4,M-8385,1,,13.1
SEFER-01456,TREN-151,HAT-13,2026-02-05 10:15:00,397,v2.1.0,M-9829,1,,1.8
SEFER-01457,TREN-122,HAT-14,2026-01-13 16:45:00,-35,v3.0.0,M-5045,0,Acik,16.2
SEFER-01458,TREN-133,HAT-06,03.05.2026 05:15,455,v2.1.0,M-5370,0,Yagmurlu,11.9
SEFER-01459,TREN-143,HAT-14,09.02.2026 10:30,491,v1.0.4,M-7493,1,,15.5
SEFER-01460,TREN-161,HAT-09,2026-02-19 03:00:00,138,v2.4.1,M-5286,1,Karli,17.9
SEFER-01461,TREN-155,HAT-01,2026-05-22 04:15:00,402,v3.0.0,M-2755,0,Acik,6.4
SEFER-01462,TREN-142,HAT-04,2026-04-21 02:00:00,307,v3.0.0,M-7972,0,yagmurlu,18.8
SEFER-01463,TREN-177,HAT-01,2026-02-22 11:30:00,478,v2.1.0,M-5158,1,Sisli,16.1
SEFER-01464,TREN-130,HAT-01,2026-05-19 12:00:00,326,v2.1.0,M-5387,0,,33.1
SEFER-01465,TREN-127,HAT-14,2026-04-06 06:15:00,170,v1.0.4,M-9191,0,Yagmurlu,16.4
SEFER-01466,TREN-151,HAT-15,2026-05-20 16:15:00,138,v2.1.0,M-3748,0,yagmurlu,28.2
SEFER-01467,TREN-116,HAT-01,20.05.2026 13:00,51,v3.0.0,M-8110,1,Acik,0.7
SEFER-01468,TREN-115,HAT-01,2026-06-05 13:00:00,393,v3.0.0,M-2993,0,yagmurlu,33.2
SEFER-01469,TREN-171,HAT-02,2026-05-20 19:30:00,97,v2.4.1,M-6231,0,Karli,25.6
SEFER-01470,TREN-111,HAT-10,2026-03-29 08:00:00,450,v2.4.1,M-7695,1,yagmurlu,28.3
SEFER-01471,TREN-113,HAT-01,2026-01-01 20:15:00,284,v2.4.1,M-6397,1,Sisli,-999.0
SEFER-01472,TREN-157,HAT-14,13.01.2026 23:30,273,v3.0.0,M-5401,0,Sisli,50.9
SEFER-01473,TREN-110,HAT-01,2026-06-04 16:45:00,94,v2.1.0,M-5623,0,,0.9
SEFER-01474,TREN-158,HAT-09,2026-02-25 12:00:00,352,v1.0.4,M-7017,0,Karli,29.8
SEFER-01475,TREN-156,HAT-07,2026-04-04 19:15:00,323,v2.1.0,M-7363,1,,18.4
SEFER-01476,TREN-102,HAT-09,2026-02-10 04:45:00,375,v3.0.0,M-2190,1,yagmurlu,9.3
SEFER-01477,TREN-104,HAT-06,2026-05-18 06:45:00,89,v2.1.0,M-3072,0,yagmurlu,14.1
SEFER-01478,TREN-112,HAT-03,2026-03-15 21:30:00,317,v3.0.0,M-1240,1,yagmurlu,16.2
SEFER-01479,TREN-111,HAT-09,2026-05-27 03:00:00,342,v3.0.0,M-6918,1,Karli,42.3
SEFER-01480,TREN-166,HAT-06,2026-06-16 01:00:00,411,v2.4.1,M-7309,0,Acik,11.1
SEFER-01481,TREN-110,HAT-02,2026-04-03 17:15:00,353,v2.1.0,M-3665,0,Sisli,53.1
SEFER-01482,TREN-178,HAT-08,2026-02-27 07:00:00,185,v2.1.0,M-2724,1,,23.1
SEFER-01483,TREN-138,HAT-06,2026-03-25 05:00:00,114,v2.4.1,M-9141,0,Acik,18.6
SEFER-01484,TREN-174,HAT-01,10.06.2026 08:00,410,v3.0.0,M-3812,0,Karli,30.3
SEFER-01485,TREN-118,HAT-05,2026-05-25 21:45:00,336,v2.4.1,M-1082,0,yagmurlu,12.0
SEFER-01486,TREN-112,HAT-08,2026-03-31 00:15:00,281,v1.0.4,M-7381,1,Yagmurlu,8.9
SEFER-01487,TREN-101,HAT-08,2026-01-12 11:00:00,378,v1.0.4,M-7091,0,,14.0
SEFER-01488,TREN-179,HAT-03,2026-05-25 06:45:00,467,v1.0.4,M-1714,1,,0.9
SEFER-01489,TREN-130,HAT-14,28.05.2026 09:45,152,v3.0.0,M-6143,0,Acik,10.3
SEFER-01490,TREN-101,HAT-08,2026-02-14 00:00:00,209,v2.1.0,M-3307,1,yagmurlu,20.4
SEFER-01491,TREN-153,HAT-10,2026-04-06 00:15:00,117,v1.0.4,M-7773,0,yagmurlu,11.0
SEFER-01492,TREN-180,HAT-13,2026-05-04 07:15:00,209,v1.0.4,M-1581,1,yagmurlu,18.9
SEFER-01493,TREN-143,HAT-01,2026-01-27 11:30:00,256,v2.4.1,M-4495,1,Yagmurlu,19.5
SEFER-01494,TREN-157,HAT-05,2026-03-31 16:15:00,265,v3.0.0,M-1637,1,yagmurlu,8.6
SEFER-01495,TREN-158,HAT-04,2026-04-11 15:15:00,203,v2.1.0,M-6208,0,yagmurlu,15.0
SEFER-01496,TREN-149,HAT-15,2026-05-17 09:30:00,74,v3.0.0,M-5533,0,Karli,29.1
SEFER-01497,TREN-151,HAT-06,2026-03-18 21:30:00,253,v1.0.4,M-1557,1,Yagmurlu,10.3
SEFER-01498,TREN-142,HAT-02,2026-01-08 12:45:00,64,v2.1.0,M-2633,0,,46.2
SEFER-01499,TREN-113,HAT-08,14.05.2026 04:45,59,v3.0.0,M-7374,0,Yagmurlu,12.0
SEFER-01500,TREN-123,HAT-03,2026-04-19 10:00:00,169,v1.0.4,M-3902,0,Karli,32.0
SEFER-01501,TREN-111,HAT-11,2026-01-24 07:15:00,456,v1.0.4,M-3587,1,yagmurlu,22.4
SEFER-01502,TREN-107,HAT-02,2026-02-24 18:00:00,143,v2.4.1,M-8211,1,Karli,59.0
SEFER-01503,TREN-105,HAT-08,2026-02-18 11:00:00,441,v3.0.0,M-1811,1,Sisli,27.2
SEFER-01504,TREN-176,HAT-11,2026-03-04 17:00:00,474,v2.4.1,M-4542,1,Acik,10.5
